,0
2142,0.017
2143,0.075
2144,0.092
2145,0.045
2146,0.236
2147,0.242
2148,0.205
2149,0.069
2150,0.092
2151,0.106
2152,0.118
2153,0.038
2154,0.251
2155,0.01
2156,0.003
2157,0.16
2158,0.257
2159,0.053
2160,0.091
2161,0.126
2162,0.024
2163,0.061
2164,0.051
2165,0.132
2166,0.067
2167,0.084
2168,0.067
2169,0.07
2170,0.123
2171,0.086
2172,0.094
2173,0.063
2174,0.051
2175,0.095
2176,0.137
2177,0.031
2178,0.045
2179,0.121
2180,0.008
2181,0.053
2182,0.063
2183,0.08
2184,0.074
2185,0.143
2186,2.043
2187,0.033
2188,0.084
2189,0.049
2190,0.028
2191,0.228
2192,0.038
2193,0.07
2194,0.037
2195,0.006
2196,0.004
2197,0.016
2198,0.002
2199,0.024
2200,0.064
2201,0.011
2202,0.078
2203,0.232
2204,2.488
2205,0.029
2206,0.07
2207,0.062
2208,0.142
2209,0.088
2210,0.093
2211,0.062
2212,0.061
2213,0.083
2214,0.141
2215,0.234
2216,0.056
2217,0.052
2218,0.035
2219,0.074
2220,0.005
2221,0.009
2222,0.064
2223,0.074
2224,0.076
2225,0.039
2226,0.006
2227,1.042
2228,0.079
2229,0.094
2230,0.145
2231,0.022
2232,0.09
2233,0.061
2234,0.109
2235,0.107
2236,0.023
2237,0.091
2238,0.144
2239,0.008
2240,0.054
2241,0.074
2242,0.042
2243,0.011
2244,0.059
2245,0.01
2246,0.027
2247,0.045
2248,0.059
2249,0.046
2250,0.077
2251,0.151
2252,0.136
2253,0.108
2254,0.007
2255,0.145
2256,0.057
2257,0.083
2258,0.101
2259,0.631
2260,0.015
2261,0.028
2262,0.125
2263,0.125
2264,0.025
2265,0.009
2266,0.034
2267,0.071
2268,0.032
2269,0.024
2270,0.017
2271,0.037
2272,0.067
2273,0.068
2274,0.016
2275,0.038
2276,0.185
2277,0.14
2278,0.054
2279,0.128
2280,0.061
2281,0.001
2282,0.094
2283,0.055
2284,0.031
2285,0.125
2286,0.146
2287,0.081
2288,0.028
2289,0.065
2290,0.028
2291,0.068
2292,0.049
2293,0.018
2294,0.006
2295,0.028
2296,0.009
2297,0.018
2298,0.033
2299,0.128
2300,0.165
2301,0.186
2302,0.006
2303,0.08
2304,2.886
2305,0.007
2306,0.115
2307,0.073
2308,0.057
2309,0.092
2310,0.047
2311,0.025
2312,0.085
2313,0.121
2314,0.116
2315,0.037
2316,0.129
2317,0.192
2318,0.177
2319,0.116
2320,2.29
2321,0.175
2322,0.065
2323,0.121
2324,0.081
2325,0.231
2326,0.035
2327,0.053
2328,0.009
2329,0.054
2330,0.019
2331,0.07
2332,0.065
2333,0.1
2334,0.057
2335,0.126
2336,0.138
2337,0.136
2338,0.018
2339,0.036
2340,0.048
2341,0.086
2342,0.016
2343,0.049
2344,0.04
2345,0.007
2346,0.077
2347,0.007
2348,0.103
2349,0.066
2350,0.065
2351,0.061
2352,0.087
2353,0.093
2354,0.016
2355,0.063
2356,0.056
2357,0.102
2358,0.033
2359,0.235
2360,0.055
2361,0.063
2362,0.064
2363,0.017
2364,0.003
2365,0.056
2366,0.027
2367,0.038
2368,0.065
2369,0.002
2370,0.004
2371,0.052
2372,0.869
2373,0.092
2374,0.076
2375,2.492
2376,0.08
2377,0.023
2378,0.008
2379,0.051
2380,0.146
2381,0.034
2382,0.076
2383,2.786
2384,0.033
2385,0.009
2386,0.028
2387,0.074
2388,0.06
2389,0.004
2390,0.062
2391,0.057
2392,0.061
2393,0.002
2394,0.045
2395,0.128
2396,0.014
2397,0.061
2398,0.036
2399,0.12
2400,0.056
2401,0.057
2402,0.003
2403,0.107
2404,0.09
2405,0.077
2406,0.138
2407,0.076
2408,0.075
2409,0.03
2410,0.034
2411,0.073
2412,0.032
2413,0.045
2414,0.016
2415,0.069
2416,0.02
2417,0.025
2418,0.049
2419,0.222
2420,1.925
2421,0.08
2422,0.169
2423,0.057
2424,0.057
2425,0.037
2426,2.594
2427,0.03
2428,0.024
2429,0.122
2430,0.017
2431,0.113
2432,0.035
2433,0.021
2434,0.049
2435,0.005
2436,0.077
2437,0.021
2438,0.067
2439,0.001
2440,0.027
2441,0.046
2442,0.065
2443,0.061
2444,0.004
2445,0.031
2446,0.021
2447,0.009
2448,0.108
2449,0.028
2450,0.139
2451,0.015
2452,0.076
2453,0.042
2454,0.068
2455,0.103
2456,0.014
2457,0.054
2458,0.021
2459,0.03
2460,0.059
2461,0.059
2462,0.044
2463,0.058
2464,0.03
2465,0.048
2466,0.065
2467,0.202
2468,0.234
2469,0.215
2470,0.054
2471,0.146
2472,0.023
2473,0.126
2474,0.087
2475,1.105
2476,0.647
2477,0.114
2478,2.254
2479,0.105
2480,0.211
2481,0.033
2482,0.031
2483,0.236
2484,0.037
2485,0.016
2486,0.046
2487,0.165
2488,2.538
2489,0.04
2490,0.149
2491,0.078
2492,0.031
2493,0.141
2494,0.092
2495,0.039
2496,0.119
2497,0.072
2498,0.026
2499,0.038
2500,0.007
2501,0.023
2502,0.107
2503,0.011
2504,0.037
2505,0.05
2506,0.132
2507,0.099
2508,0.124
2509,0.077
2510,0.082
2511,0.101
2512,0.066
2513,0.141
2514,0.034
2515,0.138
2516,0.07
2517,0.008
2518,0.126
2519,0.05
2520,0.011
2521,0.045
2522,0.008
2523,0.001
2524,0.139
2525,0.132
2526,0.029
2527,0.145
2528,0.054
2529,0.063
2530,0.077
2531,0.021
2532,0.044
2533,0.002
2534,0.004
2535,0.016
2536,0.051
2537,0.03
2538,0.056
2539,0.156
2540,0.055
2541,0.101
2542,0.037
2543,0.081
2544,0.076
2545,0.11
2546,0.069
2547,0.045
2548,1.906
2549,0.017
2550,0.1
2551,0.23
2552,0.056
2553,0.013
2554,0.023
2555,0.049
2556,0.016
2557,0.026
2558,0.041
2559,0.074
2560,0.012
2561,0.032
2562,0.069
2563,0.148
2564,2.268
2565,0.108
2566,0.047
2567,0.139
2568,0.058
2569,0.065
2570,0.122
2571,0.077
2572,0.101
2573,0.12
2574,0.113
2575,0.022
2576,0.053
2577,0.042
2578,0.015
2579,0.048
2580,0.044
2581,0.066
2582,0.022
2583,0.011
2584,0.06
2585,0.02
2586,0.02
2587,0.101
2588,0.179
2589,0.228
2590,0.16
2591,0.14
2592,0.002
2593,0.054
2594,0.06
2595,0.012
2596,0.115
2597,0.116
2598,0.065
2599,0.031
2600,0.031
2601,0.036
2602,0.027
2603,0.062
2604,0.076
2605,0.019
2606,0.029
2607,0.051
2608,0.01
2609,0.008
2610,0.049
2611,0.088
2612,0.065
2613,0.132
2614,0.102
2615,0.113
2616,0.137
2617,0.139
2618,0.129
2619,0.097
2620,0.133
2621,0.017
2622,0.118
2623,0.106
2624,0.052
2625,0.065
2626,0.039
2627,0.073
2628,0.073
2629,0.04
2630,0.039
2631,0.027
2632,0.027
2633,0.029
2634,0.036
2635,0.021
2636,0.178
2637,0.2
2638,0.071
2639,0.117
2640,0.147
2641,0.271
2642,0.096
2643,0.112
2644,0.129
2645,0.07
2646,0.042
2647,0.057
2648,0.211
2649,0.183
2650,0.136
2651,0.021
2652,0.183
2653,1.873
2654,0.116
2655,0.229
2656,0.148
2657,0.144
2658,0.016
2659,0.18
2660,0.008
2661,0.171
2662,0.137
2663,0.11
2664,0.003
2665,0.015
2666,0.14
2667,0.026
2668,0.008
2669,0.13
2670,0.028
2671,0.1
2672,0.002
2673,0.063
2674,0.019
2675,0.136
2676,0.029
2677,0.131
2678,0.102
2679,0.041
2680,0.039
2681,0.093
2682,0.121
2683,0.142
2684,0.101
2685,0.143
2686,0.045
2687,0.033
2688,0.071
2689,0.055
2690,0.127
2691,0.134
2692,0.119
2693,0.145
2694,0.061
2695,0.034
2696,0.073
2697,0.051
2698,1.53
2699,0.067
2700,0.028
2701,0.039
2702,0.067
2703,0.008
2704,0.06
2705,0.042
2706,0.067
2707,0.125
2708,0.003
2709,0.192
2710,0.092
2711,0.078
2712,0.082
2713,0.087
2714,0.136
2715,0.146
2716,0.087
2717,0.053
2718,0.102
2719,0.229
2720,0.018
2721,0.051
2722,0.075
2723,0.025
2724,0.023
2725,0.036
2726,0.064
2727,0.033
2728,0.05
2729,0.006
2730,0.008
2731,0.989
2732,0.049
2733,0.119
2734,0.176
2735,0.048
2736,0.1
2737,0.051
2738,0.004
2739,0.013
2740,0.078
2741,0.065
2742,0.041
2743,0.201
2744,0.07
2745,0.017
2746,0.071
2747,0.059
2748,0.012
2749,0.005
2750,0.072
2751,0.075
2752,0.063
2753,0.071
2754,0.065
2755,0.09
2756,0.107
2757,0.034
2758,0.111
2759,0.015
2760,0.002
2761,0.109
2762,2.903
2763,0.055
2764,0.095
2765,0.081
2766,0.535
2767,0.096
2768,0.038
2769,0.067
2770,0.072
2771,0.041
2772,0.013
2773,0.054
2774,0.063
2775,0.033
2776,0.012
2777,0.055
2778,0.069
2779,0.092
2780,0.174
2781,0.123
2782,0.085
2783,0.033
2784,0.037
2785,0.126
2786,0.068
2787,0.068
2788,0.099
2789,2.028
2790,0.139
2791,0.153
2792,0.024
2793,0.055
2794,0.072
2795,0.026
2796,0.014
2797,0.019
2798,0.039
2799,0.053
2800,0.003
2801,0.07
2802,0.049
2803,0.098
2804,0.007
2805,0.064
2806,0.064
2807,0.131
2808,0.143
2809,0.046
2810,0.044
2811,0.1
2812,0.075
2813,0.105
2814,0.039
2815,0.2
2816,0.103
2817,0.128
2818,0.194
2819,0.155
2820,0.204
2821,0.21
2822,0.054
2823,0.229
2824,0.015
2825,0.149
2826,0.018
2827,0.102
2828,0.234
2829,0.029
2830,0.108
2831,0.087
2832,0.058
2833,0.008
2834,0.123
2835,0.056
2836,0.084
2837,0.03
2838,0.078
2839,0.123
2840,0.014
2841,0.125
2842,0.008
2843,0.078
2844,0.042
2845,0.143
2846,0.127
2847,0.054
2848,3.163
2849,0.111
2850,0.099
2851,0.055
2852,0.142
2853,0.051
2854,0.028
2855,0.117
2856,0.117
2857,0.102
2858,0.042
2859,0.082
2860,0.016
2861,0.092
2862,0.118
2863,0.007
2864,0.069
2865,0.036
2866,0.004
2867,0.071
2868,0.031
2869,0.035
2870,0.044
2871,0.074
2872,0.061
2873,0.049
2874,0.029
2875,0.077
2876,0.122
2877,0.095
2878,0.056
2879,0.125
2880,0.083
2881,0.028
2882,0.13
2883,0.051
2884,0.037
2885,0.035
2886,1.382
2887,0.168
2888,0.155
2889,0.127
2890,0.007
2891,0.075
2892,0.102
2893,0.075
2894,0.117
2895,0.072
2896,0.035
2897,1.489
2898,0.114
2899,0.168
2900,0.251
2901,0.162
2902,0.032
2903,0.103
2904,0.126
2905,0.024
2906,0.099
2907,0.135
2908,0.132
2909,0.115
2910,0.008
2911,0.104
2912,0.146
2913,0.074
2914,0.045
2915,0.008
2916,0.021
2917,0.127
2918,0.141
2919,0.124
2920,0.148
2921,0.124
2922,0.087
2923,0.069
2924,0.196
2925,0.216
2926,0.166
2927,0.047
2928,0.011
2929,0.109
2930,0.065
2931,0.187
2932,0.031
2933,0.115
2934,0.821
2935,0.203
2936,0.01
2937,0.153
2938,0.017
2939,0.058
2940,0.072
2941,0.121
2942,0.063
2943,0.109
2944,1.585
2945,0.115
2946,2.773
2947,0.177
2948,0.091
2949,0.153
2950,0.18
2951,0.009
2952,0.174
2953,0.145
2954,1.687
2955,0.097
2956,0.063
2957,0.106
2958,0.058
2959,0.495
2960,0.144
2961,0.835
2962,0.028
2963,0.091
2964,0.15
2965,0.109
2966,0.126
2967,0.093
2968,0.101
2969,0.072
2970,0.146
2971,0.178
2972,0.104
2973,0.095
2974,0.065
2975,0.021
2976,0.171
2977,0.04
2978,0.142
2979,0.078
2980,0.006
2981,0.239
2982,2.323
2983,0.139
2984,0.135
2985,0.057
2986,0.018
2987,0.064
2988,0.098
2989,0.032
2990,0.069
2991,0.139
2992,0.431
2993,0.032
2994,0.146
2995,0.203
2996,0.126
2997,0.037
2998,0.094
2999,0.096
3000,0.135
3001,0.022
3002,0.137
3003,0.161
3004,0.034
3005,0.074
3006,3.165
3007,0.076
3008,0.139
3009,0.015
3010,0.118
3011,0.126
3012,0.101
3013,0.091
3014,0.154
3015,0.095
3016,0.14
3017,0.132
3018,0.025
3019,0.047
3020,0.087
3021,0.066
3022,0.093
3023,0.067
3024,0.146
3025,0.059
3026,0.088
3027,0.041
3028,0.087
3029,0.023
3030,0.001
3031,0.001
3032,0.076
3033,0.07
3034,0.054
3035,0.039
3036,0.031
3037,0.134
3038,0.082
3039,0.012
3040,0.116
3041,0.146
3042,0.132
3043,1.013
3044,0.189
3045,0.122
3046,2.518
3047,0.156
3048,0.127
3049,0.187
3050,0.009
3051,0.359
3052,0.014
3053,0.037
3054,0.015
3055,0.103
3056,0.102
3057,0.005
3058,0.057
3059,0.138
3060,0.081
3061,0.114
3062,0.104
3063,0.149
3064,0.133
3065,0.156
3066,0.082
3067,0.015
3068,0.157
3069,0.166
3070,0.136
3071,0.333
3072,0.075
3073,0.182
3074,0.183
3075,0.109
3076,0.103
3077,0.177
3078,0.086
3079,0.187
3080,0.116
3081,0.031
3082,0.107
3083,0.136
3084,0.109
3085,0.143
3086,0.125
3087,0.128
3088,0.074
3089,0.057
3090,0.139
3091,0.042
3092,0.069
3093,0.074
3094,0.099
3095,0.139
3096,1.827
3097,0.123
3098,0.04
3099,0.196
3100,0.175
3101,0.043
3102,0.079
3103,0.069
3104,0.061
3105,0.07
3106,0.032
3107,0.105
3108,0.026
3109,0.089
3110,0.048
3111,0.038
3112,0.118
3113,0.007
3114,0.079
3115,0.057
3116,0.136
3117,0.098
3118,0.024
3119,0.174
3120,0.038
3121,0.084
3122,0.007
3123,0.013
3124,0.037
3125,3.007
3126,0.001
3127,0.112
3128,0.037
3129,0.061
3130,0.051
3131,0.064
3132,0.127
3133,0.138
3134,0.053
3135,0.051
3136,0.023
3137,0.014
3138,0.017
3139,0.172
3140,0.2
3141,0.054
3142,0.216
3143,0.126
3144,0.149
3145,0.044
3146,2.079
3147,0.062
3148,0.041
3149,0.189
3150,0.125
3151,0.14
3152,0.041
3153,0.113
3154,0.095
3155,0.126
3156,0.11
3157,0.189
3158,0.211
3159,0.145
3160,0.201
3161,0.168
3162,0.204
3163,0.106
3164,0.086
3165,1.676
3166,0.13
3167,0.11
3168,0.398
3169,0.125
3170,0.047
3171,0.13
3172,0.194
3173,0.023
3174,0.173
3175,0.152
3176,2.36
3177,0.087
3178,2.556
3179,0.036
3180,0.977
3181,0.019
3182,0.148
3183,0.02
3184,0.013
3185,0.045
3186,0.2
3187,0.053
3188,0.018
3189,0.188
3190,0.082
3191,0.074
3192,0.005
3193,0.087
3194,0.054
3195,0.09
3196,0.141
3197,0.066
3198,0.146
3199,0.028
3200,0.044
3201,0.073
3202,0.039
3203,0.059
3204,0.118
3205,0.148
3206,0.035
3207,0.033
3208,0.104
3209,0.018
3210,0.013
3211,0.094
3212,0.077
3213,0.007
3214,0.002
3215,0.14
3216,0.194
3217,0.099
3218,0.093
3219,0.021
3220,1.286
3221,0.099
3222,0.127
3223,0.139
3224,0.031
3225,0.03
3226,0.139
3227,0.108
3228,0.03
3229,0.12
3230,0.039
3231,0.147
3232,0.035
3233,0.106
3234,0.148
3235,0.131
3236,0.125
3237,0.024
3238,0.021
3239,1.219
3240,0.122
3241,0.027
3242,0.129
3243,0.072
3244,0.179
3245,0.173
3246,0.019
3247,0.002
3248,0.038
3249,0.069
3250,0.016
3251,0.046
3252,0.034
3253,0.466
3254,0.042
3255,0.101
3256,0.144
3257,0.016
3258,0.1
3259,0.106
3260,1.785
3261,0.076
3262,0.003
3263,0.126
3264,1.249
3265,0.048
3266,0.118
3267,0.083
3268,0.011
3269,0.083
3270,0.044
3271,0.183
3272,0.124
3273,0.075
3274,0.124
3275,0.06
3276,0.083
3277,0.033
3278,0.02
3279,0.08
3280,0.029
3281,0.117
3282,0.147
3283,0.089
3284,0.108
3285,0.143
3286,0.211
3287,0.135
3288,0.032
3289,0.197
3290,0.036
3291,0.045
3292,0.128
3293,0.177
3294,0.034
3295,0.072
3296,0.005
3297,0.094
3298,0.076
3299,0.069
3300,0.114
3301,0.126
3302,0.09
3303,0.052
3304,0.127
3305,0.09
3306,0.144
3307,0.037
3308,0.098
3309,0.068
3310,0.016
3311,0.014
3312,0.059
3313,0.078
3314,0.027
3315,0.172
3316,0.026
3317,0.054
3318,0.137
3319,0.058
3320,0.111
3321,0.059
3322,0.213
3323,0.057
3324,2.841
3325,0.147
3326,0.15
3327,0.157
3328,0.01
3329,2.132
3330,0.141
3331,0.122
3332,0.149
3333,0.188
3334,0.04
3335,0.195
3336,0.119
3337,0.002
3338,0.069
3339,0.028
3340,0.01
3341,0.184
3342,0.192
3343,2.843
3344,0.19
3345,0.044
3346,0.202
3347,0.034
3348,0.198
3349,0.011
3350,0.09
3351,0.14
3352,0.185
3353,0.176
3354,0.091
3355,0.104
3356,0.186
3357,0.091
3358,0.076
3359,0.146
3360,0.167
3361,0.176
3362,0.088
3363,0.183
3364,0.093
3365,0.059
3366,0.079
3367,0.022
3368,0.098
3369,0.079
3370,0.099
3371,0.11
3372,0.057
3373,0.108
3374,0.06
3375,0.133
3376,0.052
3377,0.013
3378,0.074
3379,0.059
3380,0.184
3381,0.11
3382,0.035
3383,0.137
3384,0.11
3385,0.003
3386,0.063
3387,0.056
3388,0.107
3389,0.158
3390,0.034
3391,0.058
3392,0.101
3393,0.016
3394,0.093
3395,0.093
3396,0.06
3397,0.03
3398,0.056
3399,0.123
3400,0.098
3401,0.06
3402,0.022
3403,0.015
3404,0.506
3405,0.038
3406,0.199
3407,0.131
3408,0.097
3409,0.053
3410,0.114
3411,0.005
3412,0.059
3413,0.185
3414,0.154
3415,0.182
3416,0.108
3417,0.146
3418,0.062
3419,0.027
3420,0.113
3421,0.109
3422,0.088
3423,0.034
3424,0.082
3425,0.113
3426,0.053
3427,0.017
3428,0.15
3429,0.007
3430,0.192
3431,0.126
3432,0.008
3433,0.098
3434,0.065
3435,0.123
3436,0.025
3437,0.058
3438,1.833
3439,0.196
3440,0.119
3441,0.032
3442,0.01
3443,0.098
3444,0.026
3445,0.019
3446,0.038
3447,0.072
3448,0.089
3449,0.103
3450,0.143
3451,0.048
3452,0.036
3453,0.021
3454,0.21
3455,0.15
3456,0.169
3457,0.168
3458,0.079
3459,0.108
3460,0.097
3461,0.149
3462,0.158
3463,0.041
3464,0.058
3465,0.078
3466,0.014
3467,0.009
3468,0.122
3469,0.066
3470,0.035
3471,0.016
3472,0.1
3473,0.001
3474,0.085
3475,0.005
3476,0.137
3477,0.084
3478,0.062
3479,0.135
3480,0.118
3481,0.115
3482,0.133
3483,0.179
3484,0.057
3485,0.055
3486,0.168
3487,0.018
3488,0.048
3489,0.127
3490,0.103
3491,0.196
3492,0.044
3493,0.008
3494,0.063
3495,0.195
3496,0.05
3497,0.11
3498,0.102
3499,0.102
3500,0.077
3501,0.06
3502,0.208
3503,0.069
3504,0.151
3505,0.107
3506,0.046
3507,0.078
3508,0.162
3509,0.053
3510,0.093
3511,0.054
3512,0.013
3513,1.695
3514,0.048
3515,0.083
3516,0.097
3517,0.006
3518,0.079
3519,0.168
3520,0.05
3521,0.025
3522,0.079
3523,1.806
3524,0.037
3525,0.042
3526,0.113
3527,0.008
3528,0.04
3529,0.182
3530,0.161
3531,0.167
3532,0.171
3533,0.158
3534,0.087
3535,0.092
3536,0.095
3537,0.059
3538,0.018
3539,0.079
3540,0.151
3541,0.124
3542,0.155
3543,0.102
3544,0.059
3545,0.084
3546,0.029
3547,0.182
3548,0.028
3549,0.213
3550,0.174
3551,0.088
3552,0.032
3553,0.171
3554,0.089
3555,0.117
3556,0.034
3557,0.093
3558,0.079
3559,0.102
3560,0.029
3561,0.056
3562,0.138
3563,0.089
3564,0.123
3565,0.017
3566,0.057
3567,0.043
3568,0.113
3569,0.022
3570,0.132
3571,0.048
3572,0.421
3573,0.044
3574,0.024
3575,0.095
3576,0.144
3577,0.133
3578,0.022
3579,0.172
3580,0.171
3581,0.131
3582,0.136
3583,0.207
3584,0.12
3585,0.049
3586,0.038
3587,0.061
3588,0.12
3589,0.032
3590,0.079
3591,0.061
3592,0.131
3593,0.103
3594,0.075
3595,0.18
3596,0.027
3597,0.148
3598,0.205
3599,0.126
3600,0.018
3601,0.147
3602,0.084
3603,0.156
3604,0.14
3605,0.183
3606,0.201
3607,0.212
3608,0.06
3609,0.012
3610,0.005
3611,0.137
3612,0.141
3613,0.048
3614,0.106
3615,0.023
3616,0.129
3617,0.029
3618,0.027
3619,0.174
3620,0.189
3621,0.017
3622,0.052
3623,0.11
3624,0.127
3625,0.095
3626,0.037
3627,0.034
3628,0.026
3629,0.019
3630,0.09
3631,0.177
3632,0.161
3633,0.027
3634,0.057
3635,0.27
3636,2.751
3637,0.234
3638,2.846
3639,3.188
3640,0.285
3641,0.142
3642,3.252
3643,0.236
3644,0.164
3645,0.037
3646,0.15
3647,0.042
3648,0.091
3649,0.139
3650,0.047
3651,0.141
3652,0.16
3653,0.066
3654,0.063
3655,0.018
3656,0.068
3657,0.066
3658,0.047
3659,0.233
3660,0.053
3661,0.176
3662,0.156
3663,1.306
3664,0.116
3665,0.228
3666,0.318
3667,0.26
3668,0.139
3669,0.183
3670,0.084
3671,0.113
3672,0.064
3673,0.048
3674,0.139
3675,0.043
3676,0.083
3677,0.125
3678,0.154
3679,0.015
3680,0.126
3681,0.042
3682,0.159
3683,0.079
3684,0.122
3685,0.144
3686,0.109
3687,0.102
3688,0.077
3689,0.003
3690,0.054
3691,0.091
3692,0.137
3693,0.029
3694,0.01
3695,0.147
3696,0.044
3697,0.033
3698,0.122
3699,0.064
3700,0.056
3701,0.155
3702,0.079
3703,0.311
3704,0.193
3705,0.321
3706,2.522
3707,0.178
3708,0.166
3709,0.133
3710,0.006
3711,0.147
3712,0.11
3713,0.283
3714,0.11
3715,0.002
3716,0.113
3717,0.324
3718,0.26
3719,0.076
3720,0.041
3721,0.014
3722,0.022
3723,0.124
3724,0.1
3725,0.083
3726,0.034
3727,0.268
3728,0.013
3729,0.298
3730,0.278
3731,0.041
3732,0.206
3733,1.833
3734,0.132
3735,0.1
3736,0.152
3737,0.229
3738,0.227
3739,0.112
3740,0.192
3741,0.207
3742,0.287
3743,0.057
3744,0.142
3745,0.03
3746,0.161
3747,0.098
3748,0.131
3749,0.064
3750,0.035
3751,0.303
3752,0.022
3753,0.105
3754,0.267
3755,0.046
3756,0.311
3757,0.081
3758,0.048
3759,0.054
3760,0.05
3761,0.031
3762,0.036
3763,0.007
3764,0.295
3765,0.312
3766,1.29
3767,2.956
3768,0.044
3769,0.136
3770,0.054
3771,0.87
3772,0.039
3773,0.005
3774,0.073
3775,0.01
3776,0.114
3777,0.105
3778,0.192
3779,0.19
3780,0.174
3781,0.226
3782,0.078
3783,0.287
3784,0.155
3785,0.285
3786,0.185
3787,0.171
3788,0.157
3789,0.076
3790,0.325
3791,0.154
3792,0.056
3793,0.024
3794,0.077
3795,0.045
3796,0.121
3797,0.122
3798,0.157
3799,0.198
3800,0.267
3801,0.286
3802,0.05
3803,0.052
3804,0.108
3805,0.154
3806,0.206
3807,0.089
3808,0.066
3809,0.01
3810,0.11
3811,0.321
3812,0.215
3813,0.321
3814,0.097
3815,0.05
3816,0.1
3817,0.11
3818,0.042
3819,0.1
3820,0.089
3821,0.034
3822,0.061
3823,0.203
3824,0.196
3825,0.242
3826,0.001
3827,0.273
3828,0.193
3829,0.203
3830,0.317
3831,0.082
3832,0.29
3833,0.329
3834,0.13
3835,0.219
3836,0.026
3837,2.629
3838,0.298
3839,0.038
3840,0.084
3841,0.11
3842,0.111
3843,0.143
3844,0.142
3845,0.049
3846,0.074
3847,0.006
3848,0.076
3849,0.104
3850,0.13
3851,0.084
3852,0.046
3853,0.077
3854,0.589
3855,0.047
3856,0.129
3857,0.067
3858,0.148
3859,2.389
3860,0.141
3861,0.09
3862,0.134
3863,0.131
3864,0.153
3865,0.041
3866,0.086
3867,0.163
3868,0.073
3869,0.034
3870,0.025
3871,0.261
3872,0.102
3873,0.118
3874,0.087
3875,0.085
3876,0.083
3877,0.213
3878,0.027
3879,0.316
3880,0.286
3881,0.192
3882,0.146
3883,0.218
3884,0.199
3885,0.236
3886,0.067
3887,0.154
3888,0.016
3889,0.072
3890,0.163
3891,0.043
3892,0.098
3893,0.059
3894,0.074
3895,1.098
3896,0.128
3897,0.136
3898,0.675
3899,2.413
3900,0.264
3901,0.189
3902,0.182
3903,0.177
3904,0.291
3905,0.162
3906,0.168
3907,0.129
3908,0.298
3909,0.014
3910,0.247
3911,0.02
3912,0.029
3913,0.131
3914,0.137
3915,0.063
3916,0.161
3917,0.086
3918,0.024
3919,0.012
3920,0.03
3921,0.041
3922,0.206
3923,1.828
3924,0.013
3925,0.087
3926,0.198
3927,0.135
3928,0.143
3929,0.971
3930,0.321
3931,0.053
3932,0.23
3933,0.023
3934,0.138
3935,0.089
3936,0.107
3937,0.092
3938,0.154
3939,2.799
3940,0.06
3941,0.015
3942,0.151
3943,0.328
3944,0.04
3945,0.318
3946,0.007
3947,0.092
3948,0.24
3949,0.296
3950,0.122
3951,0.046
3952,0.203
3953,0.081
3954,0.124
3955,0.027
3956,0.131
3957,0.051
3958,0.018
3959,0.064
3960,0.095
3961,0.138
3962,0.136
3963,0.056
3964,0.057
3965,0.007
3966,0.04
3967,0.124
3968,0.172
3969,0.277
3970,0.061
3971,0.231
3972,0.075
3973,0.161
3974,0.035
3975,0.161
3976,0.317
3977,0.296
3978,0.165
3979,0.288
3980,0.179
3981,0.14
3982,0.066
3983,0.111
3984,0.131
3985,0.077
3986,0.016
3987,0.041
3988,0.15
3989,0.12
3990,0.119
3991,1.261
3992,0.186
3993,0.087
3994,0.113
3995,0.06
3996,1.563
3997,0.227
3998,0.276
3999,0.207
4000,0.088
4001,0.287
4002,0.147
4003,0.137
4004,0.285
4005,0.126
4006,0.196
4007,0.08
4008,0.077
4009,0.162
4010,0.151
4011,0.07
4012,0.141
4013,0.015
4014,0.069
4015,0.128
4016,0.144
4017,0.037
4018,0.004
4019,0.024
4020,0.112
4021,0.085
4022,0.025
4023,0.049
4024,0.029
4025,0.077
4026,0.114
4027,0.126
4028,3.194
4029,0.008
4030,0.091
4031,0.039
4032,0.111
4033,0.063
4034,0.143
4035,0.075
4036,0.081
4037,0.04
4038,0.04
4039,0.104
4040,0.134
4041,0.107
4042,0.161
4043,0.094
4044,0.242
4045,0.309
4046,0.203
4047,2.19
4048,0.02
4049,0.154
4050,0.24
4051,0.022
4052,0.011
4053,0.105
4054,0.27
4055,0.019
4056,0.009
4057,0.027
4058,2.25
4059,0.144
4060,0.051
4061,0.16
4062,0.12
4063,0.238
4064,1.545
4065,0.253
4066,0.021
4067,0.16
4068,0.173
4069,0.143
4070,0.111
4071,0.085
4072,0.078
4073,0.154
4074,0.303
4075,0.236
4076,0.183
4077,0.098
4078,0.051
4079,0.141
4080,0.159
4081,0.121
4082,0.071
4083,0.124
4084,0.131
4085,0.08
4086,0.108
4087,0.284
4088,0.073
4089,0.153
4090,0.188
4091,0.088
4092,0.245
4093,0.057
4094,0.294
4095,1.711
4096,0.161
4097,0.308
4098,0.044
4099,0.229
4100,1.494
4101,0.199
4102,0.292
4103,0.047
4104,0.092
4105,0.079
4106,0.009
4107,0.164
4108,0.113
4109,0.069
4110,0.006
4111,0.155
4112,0.218
4113,0.282
4114,0.231
4115,0.125
4116,0.049
4117,0.212
4118,0.27
4119,0.221
4120,0.287
4121,0.244
4122,0.264
4123,0.091
4124,0.214
4125,0.021
4126,0.154
4127,2.189
4128,0.161
4129,0.07
4130,0.11
4131,0.162
4132,0.164
4133,0.086
4134,0.034
4135,0.007
4136,0.002
4137,0.083
4138,0.024
4139,0.01
4140,0.049
